session_leaderboard,user,username,user_leaderboard,date,ids
572,1012326,dusty_in_vilas-tx,4,2019-05-12,88
573,463097,richyfourtytwo,1,2020-04-20,88
574,2249019,elytrid,5,2021-05-25,88
575,463097,richyfourtytwo,1,2020-04-23,88
576,463097,richyfourtytwo,1,2021-08-21,88
577,463097,richyfourtytwo,1,2022-03-20,88
578,2249019,elytrid,5,2021-05-20,88
579,463097,richyfourtytwo,1,2019-10-01,88
580,2116455,davidenrique,3,2021-04-15,88
581,775455,iosialectus,18,2021-07-26,88
582,1442162,rob-westerduijn,2,2019-02-21,88
583,2249019,elytrid,5,2021-04-18,87
584,463097,richyfourtytwo,1,2022-03-19,87
585,1397024,emiliapenaherrera,23,2022-04-28,87
586,2116455,davidenrique,3,2021-08-07,87
587,2116455,davidenrique,3,2021-02-18,87
588,2116455,davidenrique,3,2021-04-19,87
589,2116455,davidenrique,3,2021-08-11,87
590,548881,siwanicki,47,2019-08-01,87
591,1442162,rob-westerduijn,2,2019-03-31,86
592,2116455,davidenrique,3,2021-08-02,86
593,1397024,emiliapenaherrera,23,2021-07-14,86
594,1012326,dusty_in_vilas-tx,4,2020-08-08,86
595,180811,borisb,7,2017-04-16,86
596,775455,iosialectus,18,2021-07-25,86
597,463097,richyfourtytwo,1,2021-12-10,86
598,463097,richyfourtytwo,1,2019-09-04,86
599,2249019,elytrid,5,2021-04-20,86
600,463097,richyfourtytwo,1,2020-04-27,86
601,463097,richyfourtytwo,1,2021-09-09,86
602,2249019,elytrid,5,2022-03-24,86
603,2116455,davidenrique,3,2021-05-05,86
604,463097,richyfourtytwo,1,2022-01-04,85
605,1012326,dusty_in_vilas-tx,4,2020-08-03,85
606,1442162,rob-westerduijn,2,2019-04-12,85
607,463097,richyfourtytwo,1,2019-09-22,85
608,1442162,rob-westerduijn,2,2019-04-14,85
609,2343836,josefloribundus,29,2022-07-03,85
610,980404,jilliankern,31,2019-05-29,85
611,463097,richyfourtytwo,1,2019-09-02,85
612,34728,cosmiccat,14,2020-09-02,84
613,2249019,elytrid,5,2022-03-30,84
614,2116455,davidenrique,3,2021-07-03,84
615,463097,richyfourtytwo,1,2020-04-22,84
616,2116455,davidenrique,3,2021-03-27,84
617,2032840,ghostburglar,12,2021-03-25,84
618,2249019,elytrid,5,2021-06-09,84
619,463097,richyfourtytwo,1,2021-11-29,84
620,34728,cosmiccat,14,2020-09-23,84
621,2116455,davidenrique,3,2021-07-11,83
622,2249019,elytrid,5,2021-04-27,83
623,2116455,davidenrique,3,2021-09-27,83
624,261069,franciscoacos,10,2019-05-01,83
625,3499188,danielaaquino,38,2021-05-01,83
626,2116455,davidenrique,3,2021-09-10,83
627,463097,richyfourtytwo,1,2020-05-08,83
628,2249019,elytrid,5,2021-03-16,83
629,2116455,davidenrique,3,2021-05-25,83
630,463097,richyfourtytwo,1,2022-01-02,83
631,81261,biohexx1,33,2018-05-05,83
632,2116455,davidenrique,3,2021-06-22,83
633,2032840,ghostburglar,12,2020-09-26,83
634,2116455,davidenrique,3,2021-07-23,83
635,2116455,davidenrique,3,2021-05-22,82
636,463097,richyfourtytwo,1,2021-10-28,82
637,792319,djringer,42,2019-02-19,82
638,297834,kt_woods,9,2021-10-22,82
639,2249019,elytrid,5,2021-05-06,82
640,180811,borisb,7,2016-06-15,82
641,2116455,davidenrique,3,2021-08-14,82
642,2249019,elytrid,5,2021-04-21,81
643,463097,richyfourtytwo,1,2020-02-18,81
644,1442162,rob-westerduijn,2,2019-10-10,81
645,2032840,ghostburglar,12,2020-10-11,81
646,463097,richyfourtytwo,1,2020-04-12,81
647,2116455,davidenrique,3,2021-04-24,81
648,2116455,davidenrique,3,2021-06-04,81
649,1442162,rob-westerduijn,2,2019-04-07,80
650,2116455,davidenrique,3,2021-06-11,80
651,1012326,dusty_in_vilas-tx,4,2022-01-27,80
652,2116455,davidenrique,3,2021-05-17,80
653,297834,kt_woods,9,2021-10-24,80
654,1442162,rob-westerduijn,2,2022-05-16,80
655,1163777,trinaroberts,34,2020-08-23,80
656,2343836,josefloribundus,29,2022-08-17,80
657,2116455,davidenrique,3,2021-07-18,80
658,463097,richyfourtytwo,1,2021-12-30,80
659,1012326,dusty_in_vilas-tx,4,2022-01-25,80
660,297834,kt_woods,9,2021-09-03,80
661,463097,richyfourtytwo,1,2021-11-22,79
662,2116455,davidenrique,3,2021-06-23,79
663,1012326,dusty_in_vilas-tx,4,2019-11-12,79
664,297834,kt_woods,9,2021-10-23,79
665,1485790,cpu,8,2022-01-05,79
666,331926,erininmd,25,2020-06-14,79
667,297834,kt_woods,9,2021-10-19,79
668,2249019,elytrid,5,2021-04-08,79
669,463097,richyfourtytwo,1,2021-11-21,79
670,463097,richyfourtytwo,1,2022-03-28,79
671,115129,aguilita,13,2021-01-08,79
672,1012326,dusty_in_vilas-tx,4,2019-02-19,78
673,4034966,prairiebeeman,36,2022-01-07,78
674,463097,richyfourtytwo,1,2019-10-14,78
675,2116455,davidenrique,3,2021-03-21,78
676,463097,richyfourtytwo,1,2021-12-05,78
677,463097,richyfourtytwo,1,2022-03-26,78
678,463097,richyfourtytwo,1,2022-03-24,78
679,463097,richyfourtytwo,1,2020-04-13,78
680,463097,richyfourtytwo,1,2021-11-30,78
681,463097,richyfourtytwo,1,2020-04-11,78
682,2116455,davidenrique,3,2021-04-22,78
683,3720783,sammydstecher,16,2021-05-31,78
684,2032840,ghostburglar,12,2020-12-25,77
685,463097,richyfourtytwo,1,2021-10-23,77
686,297834,kt_woods,9,2021-09-19,77
687,775455,iosialectus,18,2021-04-06,77
688,1442162,rob-westerduijn,2,2019-03-24,77
689,463097,richyfourtytwo,1,2020-03-25,77
690,775455,iosialectus,18,2021-08-07,77
691,1163777,trinaroberts,34,2020-05-20,77
692,1012326,dusty_in_vilas-tx,4,2020-02-06,77
693,18701,apgarm,22,2020-08-24,76
694,2116455,davidenrique,3,2021-08-21,76
695,463097,richyfourtytwo,1,2020-05-21,76
696,2116455,davidenrique,3,2021-04-05,76
697,1012326,dusty_in_vilas-tx,4,2019-11-08,76
698,1809393,jtkindt,20,2020-09-06,76
699,463097,richyfourtytwo,1,2021-12-09,76
700,2116455,davidenrique,3,2021-05-20,76
701,2116455,davidenrique,3,2021-02-17,76
702,463097,richyfourtytwo,1,2021-12-01,76
703,2249019,elytrid,5,2021-05-18,75
704,2116455,davidenrique,3,2021-07-31,75
705,463097,richyfourtytwo,1,2020-04-05,75
706,2116455,davidenrique,3,2021-04-28,75
707,579740,alex_cicindela_guy,15,2018-10-25,75
708,2249019,elytrid,5,2020-11-16,75
709,2249019,elytrid,5,2021-07-19,75
710,2032840,ghostburglar,12,2021-06-07,75
711,297834,kt_woods,9,2021-10-17,75
712,463097,richyfourtytwo,1,2020-04-21,75
713,2116455,davidenrique,3,2021-06-28,75
714,463097,richyfourtytwo,1,2019-10-07,74
715,463097,richyfourtytwo,1,2020-03-23,74
716,242224,malisaspring,17,2018-09-05,74
717,6971,silversea_starsong,6,2015-11-23,74
718,2116455,davidenrique,3,2021-04-20,74
719,2116455,davidenrique,3,2021-05-01,74
720,463097,richyfourtytwo,1,2020-04-02,74
721,1012326,dusty_in_vilas-tx,4,2020-03-23,74
722,2116455,davidenrique,3,2021-02-13,73
723,980404,jilliankern,31,2019-05-13,73
724,2249019,elytrid,5,2021-04-28,73
725,1442162,rob-westerduijn,2,2020-02-08,73
726,2116455,davidenrique,3,2021-06-26,73
727,2343836,josefloribundus,29,2022-10-01,73
728,1012326,dusty_in_vilas-tx,4,2020-03-26,73
729,2249019,elytrid,5,2021-06-20,73
730,775455,iosialectus,18,2021-08-01,73
731,22589,sambiology,11,2019-05-02,73
732,463097,richyfourtytwo,1,2020-05-02,73
733,1012326,dusty_in_vilas-tx,4,2022-02-23,72
734,331926,erininmd,25,2020-06-10,72
735,775455,iosialectus,18,2021-12-07,72
736,2116455,davidenrique,3,2021-02-28,72
737,180811,borisb,7,2016-06-17,72
738,34728,cosmiccat,14,2020-09-04,72
739,775455,iosialectus,18,2021-04-08,72
740,2032840,ghostburglar,12,2021-07-27,72
741,2116455,davidenrique,3,2021-10-07,72
742,2249019,elytrid,5,2021-09-04,72
743,1012326,dusty_in_vilas-tx,4,2022-01-06,71
744,2343836,josefloribundus,29,2022-08-06,71
745,6971,silversea_starsong,6,2015-10-27,71
746,1012326,dusty_in_vilas-tx,4,2019-09-30,71
747,2116455,davidenrique,3,2021-07-29,71
748,2116455,davidenrique,3,2021-08-23,71
749,463097,richyfourtytwo,1,2022-03-16,71
750,2116455,davidenrique,3,2021-08-17,71
751,463097,richyfourtytwo,1,2019-12-13,71
752,2249019,elytrid,5,2021-05-01,71
753,297834,kt_woods,9,2021-08-25,71
754,463097,richyfourtytwo,1,2021-11-20,70
755,1442162,rob-westerduijn,2,2020-02-10,70
756,2032840,ghostburglar,12,2020-10-24,70
757,2116455,davidenrique,3,2021-06-13,70
758,463097,richyfourtytwo,1,2020-03-21,70
759,1397024,emiliapenaherrera,23,2019-06-06,70
760,34728,cosmiccat,14,2020-09-21,70
761,115129,aguilita,13,2019-06-30,70
762,297834,kt_woods,9,2021-11-12,70
763,18701,apgarm,22,2020-09-10,70
764,463097,richyfourtytwo,1,2020-04-07,70
765,1012326,dusty_in_vilas-tx,4,2019-05-07,70
766,463097,richyfourtytwo,1,2022-01-06,70
767,463097,richyfourtytwo,1,2020-04-10,70
768,2116455,davidenrique,3,2021-07-15,70
769,1485790,cpu,8,2022-10-21,70
770,463097,richyfourtytwo,1,2022-03-21,70
771,775455,iosialectus,18,2021-11-20,70
772,2116455,davidenrique,3,2021-04-10,70
773,548881,siwanicki,47,2019-04-30,69
774,2249019,elytrid,5,2020-09-23,69
775,297834,kt_woods,9,2022-04-28,69
776,2116455,davidenrique,3,2021-05-26,69
777,1012326,dusty_in_vilas-tx,4,2019-11-03,69
778,2116455,davidenrique,3,2021-04-30,69
779,463097,richyfourtytwo,1,2022-01-03,69
780,1442162,rob-westerduijn,2,2019-03-25,69
781,2249019,elytrid,5,2021-05-24,69
782,22589,sambiology,11,2018-05-03,69
783,165078,edanko,48,2017-01-11,69
784,2032840,ghostburglar,12,2020-10-16,68
785,463097,richyfourtytwo,1,2021-11-25,68
786,1442162,rob-westerduijn,2,2019-10-14,68
787,463097,richyfourtytwo,1,2021-12-06,68
788,463097,richyfourtytwo,1,2021-11-19,68
789,463097,richyfourtytwo,1,2020-04-17,68
790,463097,richyfourtytwo,1,2020-03-12,68
791,463097,richyfourtytwo,1,2021-12-07,68
792,2116455,davidenrique,3,2021-09-17,68
793,2116455,davidenrique,3,2021-06-03,68
794,6971,silversea_starsong,6,2015-09-27,68
795,2116455,davidenrique,3,2021-04-21,67
796,463097,richyfourtytwo,1,2021-12-11,67
797,2116455,davidenrique,3,2021-05-31,67
798,2116455,davidenrique,3,2021-07-13,67
799,2116455,davidenrique,3,2021-08-20,67
800,1485790,cpu,8,2022-11-07,67
801,34728,cosmiccat,14,2020-09-22,67
802,1012326,dusty_in_vilas-tx,4,2020-06-06,67
803,1012326,dusty_in_vilas-tx,4,2020-07-12,67
804,3720783,sammydstecher,16,2021-07-02,67
805,1442162,rob-westerduijn,2,2019-03-14,67
806,1442162,rob-westerduijn,2,2019-03-03,67
807,2116455,davidenrique,3,2021-04-17,67
808,34728,cosmiccat,14,2020-09-24,67
809,242224,malisaspring,17,2020-10-10,66
810,463097,richyfourtytwo,1,2020-02-28,66
811,4034966,prairiebeeman,36,2022-01-01,66
812,463097,richyfourtytwo,1,2020-03-20,66
813,463097,richyfourtytwo,1,2021-10-09,66
814,2116455,davidenrique,3,2021-07-19,66
815,6971,silversea_starsong,6,2015-09-23,66
816,2343836,josefloribundus,29,2022-09-10,66
817,2116455,davidenrique,3,2021-08-13,66
818,22589,sambiology,11,2017-11-11,66
819,2116455,davidenrique,3,2021-06-08,66
820,1163777,trinaroberts,34,2020-05-19,65
821,297834,kt_woods,9,2021-09-07,65
822,463097,richyfourtytwo,1,2021-12-04,65
823,1012326,dusty_in_vilas-tx,4,2020-03-25,65
824,2032840,ghostburglar,12,2021-03-10,65
825,2116455,davidenrique,3,2021-08-22,65
826,2116455,davidenrique,3,2021-09-16,65
827,1442162,rob-westerduijn,2,2019-03-21,65
828,463097,richyfourtytwo,1,2019-09-09,65
829,2249019,elytrid,5,2020-11-09,65
830,331926,erininmd,25,2020-10-07,65
831,297834,kt_woods,9,2021-11-13,65
832,2116455,davidenrique,3,2021-11-07,64
833,2249019,elytrid,5,2021-04-23,64
834,1012326,dusty_in_vilas-tx,4,2020-12-30,64
835,2116455,davidenrique,3,2021-09-05,64
836,980404,jilliankern,31,2019-05-30,64
837,1442162,rob-westerduijn,2,2020-02-23,64
838,463097,richyfourtytwo,1,2020-03-01,64
839,115129,aguilita,13,2021-06-13,64
840,331926,erininmd,25,2020-01-11,64
841,2116455,davidenrique,3,2021-03-29,64
842,1012326,dusty_in_vilas-tx,4,2020-03-24,63
843,180811,borisb,7,2017-04-19,63
844,1442162,rob-westerduijn,2,2019-06-04,63
845,270883,lazarus,24,2019-05-08,63
846,1809393,jtkindt,20,2020-09-05,63
847,34728,cosmiccat,14,2020-09-08,63
848,775455,iosialectus,18,2021-07-22,63
849,2032840,ghostburglar,12,2021-03-11,63
850,463097,richyfourtytwo,1,2019-10-22,63
851,2116455,davidenrique,3,2021-10-11,63
852,2116455,davidenrique,3,2021-05-28,63
853,2116455,davidenrique,3,2022-01-23,63
854,115129,aguilita,13,2020-02-24,63
855,1485790,cpu,8,2022-11-23,63
856,297834,kt_woods,9,2021-09-10,63
857,18701,apgarm,22,2020-09-01,63
858,2116455,davidenrique,3,2021-04-23,63
859,2116455,davidenrique,3,2021-10-02,63
860,463097,richyfourtytwo,1,2022-03-18,63
861,2116455,davidenrique,3,2021-09-04,63
862,52839,glmory,44,2015-03-14,62
863,463097,richyfourtytwo,1,2022-03-06,62
864,2116455,davidenrique,3,2021-06-09,62
865,1012326,dusty_in_vilas-tx,4,2019-12-07,62
866,706076,crawlingworld,21,2019-05-24,62
867,1012326,dusty_in_vilas-tx,4,2019-11-18,62
868,297834,kt_woods,9,2021-10-29,62
869,1012326,dusty_in_vilas-tx,4,2022-02-27,62
870,775455,iosialectus,18,2021-08-04,61
871,2116455,davidenrique,3,2021-05-07,61
872,2249019,elytrid,5,2021-07-10,61
873,2116455,davidenrique,3,2021-07-07,61
874,2116455,davidenrique,3,2021-05-24,61
875,331926,erininmd,25,2019-07-08,61
876,1442162,rob-westerduijn,2,2019-03-27,61
877,2116455,davidenrique,3,2021-09-26,61
878,579740,alex_cicindela_guy,15,2019-01-02,61
879,2249019,elytrid,5,2020-09-26,61
880,2116455,davidenrique,3,2021-09-03,61
881,1442162,rob-westerduijn,2,2019-04-25,61
882,2249019,elytrid,5,2021-05-14,61
883,2249019,elytrid,5,2021-07-15,61
884,242224,malisaspring,17,2020-06-18,61
885,2116455,davidenrique,3,2021-08-24,61
886,463097,richyfourtytwo,1,2021-11-26,61
887,2116455,davidenrique,3,2021-07-20,61
888,1442162,rob-westerduijn,2,2019-09-21,61
889,18701,apgarm,22,2021-06-17,60
890,794489,lltimms,27,2020-07-13,60
891,2249019,elytrid,5,2021-06-23,60
892,1012326,dusty_in_vilas-tx,4,2020-09-20,60
893,2249019,elytrid,5,2021-04-14,60
894,2116455,davidenrique,3,2021-07-25,60
895,1012326,dusty_in_vilas-tx,4,2019-02-21,60
896,16700,anieve_bestiole,41,2020-09-28,60
897,463097,richyfourtytwo,1,2022-03-14,60
898,980404,jilliankern,31,2019-05-14,60
899,794489,lltimms,27,2020-09-10,60
900,6971,silversea_starsong,6,2015-10-23,60
901,2116455,davidenrique,3,2021-09-12,60
902,2116455,davidenrique,3,2021-05-23,60
903,463097,richyfourtytwo,1,2021-12-26,59
904,2116455,davidenrique,3,2021-03-17,59
905,2116455,davidenrique,3,2021-05-30,59
906,463097,richyfourtytwo,1,2019-09-23,59
907,270883,lazarus,24,2019-06-26,59
908,1012326,dusty_in_vilas-tx,4,2019-02-20,59
909,2116455,davidenrique,3,2021-08-10,59
910,2116455,davidenrique,3,2021-10-14,59
911,3720783,sammydstecher,16,2021-09-07,59
912,2116455,davidenrique,3,2021-08-05,59
913,2116455,davidenrique,3,2021-07-05,59
914,1012326,dusty_in_vilas-tx,4,2020-07-17,58
915,1397024,emiliapenaherrera,23,2022-04-26,58
916,2116455,davidenrique,3,2021-03-28,58
917,2116455,davidenrique,3,2021-06-10,58
918,548881,siwanicki,47,2019-07-08,58
919,180811,borisb,7,2017-04-17,58
920,1485790,cpu,8,2021-12-31,58
921,2249019,elytrid,5,2020-11-08,58
922,1442162,rob-westerduijn,2,2020-02-04,58
923,2116455,davidenrique,3,2021-03-25,58
924,2116455,davidenrique,3,2021-06-18,58
925,1397024,emiliapenaherrera,23,2020-06-02,58
926,2116455,davidenrique,3,2022-03-24,58
927,463097,richyfourtytwo,1,2020-05-23,58
928,775455,iosialectus,18,2021-04-13,57
929,2249019,elytrid,5,2021-06-08,57
930,548881,siwanicki,47,2019-07-05,57
931,775455,iosialectus,18,2021-04-07,57
932,463097,richyfourtytwo,1,2021-12-25,57
933,463097,richyfourtytwo,1,2021-11-23,57
934,2343836,josefloribundus,29,2022-09-25,57
935,463097,richyfourtytwo,1,2019-11-06,57
936,463097,richyfourtytwo,1,2021-12-12,57
937,2116455,davidenrique,3,2021-05-18,57
938,2249019,elytrid,5,2020-10-20,57
939,463097,richyfourtytwo,1,2019-12-22,57
940,2249019,elytrid,5,2021-04-29,57
941,2116455,davidenrique,3,2021-08-12,57
942,1485790,cpu,8,2022-09-11,57
943,1012326,dusty_in_vilas-tx,4,2021-05-08,57
944,1809393,jtkindt,20,2020-11-06,57
945,463097,richyfourtytwo,1,2020-04-08,57
946,2116455,davidenrique,3,2021-11-11,57
947,1012326,dusty_in_vilas-tx,4,2020-08-09,57
948,2249019,elytrid,5,2021-04-15,57
949,1012326,dusty_in_vilas-tx,4,2020-07-24,57
950,18701,apgarm,22,2020-01-02,57
951,1485790,cpu,8,2021-12-07,56
952,775455,iosialectus,18,2021-08-02,56
953,1012326,dusty_in_vilas-tx,4,2019-11-17,56
954,2116455,davidenrique,3,2021-08-16,56
955,463097,richyfourtytwo,1,2019-09-19,56
956,1012326,dusty_in_vilas-tx,4,2021-04-20,56
957,463097,richyfourtytwo,1,2020-03-08,56
958,331926,erininmd,25,2020-05-23,56
959,463097,richyfourtytwo,1,2020-03-06,56
960,2116455,davidenrique,3,2021-10-04,56
961,297834,kt_woods,9,2021-07-20,55
962,2249019,elytrid,5,2021-05-21,55
963,270883,lazarus,24,2020-07-04,55
964,1012326,dusty_in_vilas-tx,4,2019-05-11,55
965,2116455,davidenrique,3,2021-09-06,55
966,2116455,davidenrique,3,2021-08-18,55
967,1012326,dusty_in_vilas-tx,4,2020-08-05,55
968,1012326,dusty_in_vilas-tx,4,2019-11-20,55
969,2116455,davidenrique,3,2021-09-15,55
970,1485790,cpu,8,2021-11-14,55
971,1012326,dusty_in_vilas-tx,4,2021-04-29,55
972,2116455,davidenrique,3,2021-09-13,55
973,270883,lazarus,24,2019-04-07,55
974,463097,richyfourtytwo,1,2022-03-11,55
975,2116455,davidenrique,3,2021-04-03,55
976,1397024,emiliapenaherrera,23,2020-01-14,54
977,1012326,dusty_in_vilas-tx,4,2020-12-28,54
978,1012326,dusty_in_vilas-tx,4,2019-08-09,54
979,1012326,dusty_in_vilas-tx,4,2019-02-07,54
980,3720783,sammydstecher,16,2021-08-31,54
981,52839,glmory,44,2014-12-07,54
982,2032840,ghostburglar,12,2020-08-23,54
983,1397024,emiliapenaherrera,23,2020-02-19,54
984,2116455,davidenrique,3,2021-02-14,54
985,980404,jilliankern,31,2020-05-02,54
986,1012326,dusty_in_vilas-tx,4,2022-01-26,54
987,463097,richyfourtytwo,1,2021-12-19,54
988,1012326,dusty_in_vilas-tx,4,2019-11-26,54
989,463097,richyfourtytwo,1,2020-03-24,54
990,2116455,davidenrique,3,2021-08-27,54
991,2249019,elytrid,5,2021-11-07,54
992,1012326,dusty_in_vilas-tx,4,2021-04-28,54
993,1012326,dusty_in_vilas-tx,4,2019-11-04,53
994,34728,cosmiccat,14,2020-09-07,53
995,463097,richyfourtytwo,1,2022-03-12,53
996,2116455,davidenrique,3,2021-08-06,53
997,1397024,emiliapenaherrera,23,2020-12-01,53
998,775455,iosialectus,18,2021-08-29,53
999,1397024,emiliapenaherrera,23,2020-07-28,53
1000,463097,richyfourtytwo,1,2019-10-06,53
1001,463097,richyfourtytwo,1,2019-09-06,53
1002,1012326,dusty_in_vilas-tx,4,2019-10-13,53
1003,180811,borisb,7,2017-04-18,53
1004,2116455,davidenrique,3,2021-08-30,53
1005,463097,richyfourtytwo,1,2020-04-16,53
1006,463097,richyfourtytwo,1,2020-03-27,53
1007,2116455,davidenrique,3,2021-10-16,52
1008,22589,sambiology,11,2016-05-20,52
1009,2032840,ghostburglar,12,2020-10-21,52
1010,548881,siwanicki,47,2019-04-24,52
1011,1397024,emiliapenaherrera,23,2022-04-22,52
1012,2343836,josefloribundus,29,2022-09-27,52
1013,1442162,rob-westerduijn,2,2019-06-08,52
1014,1012326,dusty_in_vilas-tx,4,2020-03-27,52
1015,463097,richyfourtytwo,1,2020-02-15,52
1016,270883,lazarus,24,2020-07-24,52
1017,180811,borisb,7,2016-08-04,52
1018,2116455,davidenrique,3,2021-10-08,52
1019,2116455,davidenrique,3,2021-03-31,52
1020,1485790,cpu,8,2022-11-14,52
1021,52839,glmory,44,2018-06-01,52
1022,463097,richyfourtytwo,1,2021-12-15,52
1023,1485790,cpu,8,2021-12-05,52
1024,1442162,rob-westerduijn,2,2019-03-20,52
1025,2032840,ghostburglar,12,2021-06-03,52
1026,463097,richyfourtytwo,1,2020-03-17,52
1027,1442162,rob-westerduijn,2,2019-05-07,52
1028,775455,iosialectus,18,2022-08-23,52
1029,2116455,davidenrique,3,2021-04-07,51
1030,180811,borisb,7,2020-12-02,51
1031,2249019,elytrid,5,2021-06-29,51
1032,1442162,rob-westerduijn,2,2019-03-06,51
1033,4034966,prairiebeeman,36,2022-01-27,51
1034,463097,richyfourtytwo,1,2020-03-15,51
1035,1485790,cpu,8,2022-01-22,51
1036,1012326,dusty_in_vilas-tx,4,2019-05-23,51
1037,331926,erininmd,25,2019-05-20,51
1038,579740,alex_cicindela_guy,15,2018-11-13,51
1039,2116455,davidenrique,3,2021-09-11,51
1040,115129,aguilita,13,2020-04-01,51
1041,2116455,davidenrique,3,2021-03-14,51
1042,2249019,elytrid,5,2020-10-13,51
1043,297834,kt_woods,9,2021-11-06,51
1044,3720783,sammydstecher,16,2021-07-23,51
1045,1012326,dusty_in_vilas-tx,4,2019-11-23,50
1046,463097,richyfourtytwo,1,2020-05-28,50
1047,2249019,elytrid,5,2022-03-29,50
1048,382941,lrubio7,26,2021-01-28,50
1049,463097,richyfourtytwo,1,2021-12-14,50
1050,4034966,prairiebeeman,36,2021-10-30,50
1051,2116455,davidenrique,3,2021-10-10,50
1052,463097,richyfourtytwo,1,2019-09-08,50
1053,463097,richyfourtytwo,1,2021-12-27,50
1054,1442162,rob-westerduijn,2,2020-02-26,50
1055,165078,edanko,48,2015-12-30,50
1056,1012326,dusty_in_vilas-tx,4,2019-10-22,50
1057,463097,richyfourtytwo,1,2019-09-15,50
1058,2249019,elytrid,5,2021-02-02,50
1059,180811,borisb,7,2020-04-25,50
1060,463097,richyfourtytwo,1,2019-10-24,50
1061,2116455,davidenrique,3,2021-09-14,50
1062,463097,richyfourtytwo,1,2020-03-09,50
1063,2116455,davidenrique,3,2021-09-01,50
1064,2249019,elytrid,5,2021-07-14,50
1065,463097,richyfourtytwo,1,2020-02-05,49
1066,980404,jilliankern,31,2018-05-30,49
1067,463097,richyfourtytwo,1,2020-03-26,49
1068,2116455,davidenrique,3,2021-05-04,49
1069,2116455,davidenrique,3,2021-03-24,49
1070,2249019,elytrid,5,2021-04-04,49
1071,2249019,elytrid,5,2020-10-21,49
1072,1012326,dusty_in_vilas-tx,4,2020-06-05,49
1073,463097,richyfourtytwo,1,2020-03-14,49
1074,463097,richyfourtytwo,1,2019-10-08,49
1075,463097,richyfourtytwo,1,2021-12-21,49
1076,980404,jilliankern,31,2019-12-18,49
1077,980404,jilliankern,31,2019-12-31,49
1078,165078,edanko,48,2017-03-05,49
1079,3720783,sammydstecher,16,2020-10-18,49
1080,2116455,davidenrique,3,2021-10-03,49
1081,2116455,davidenrique,3,2021-05-29,49
1082,980404,jilliankern,31,2018-11-08,49
1083,794489,lltimms,27,2019-09-06,49
1084,2032840,ghostburglar,12,2021-08-10,49
1085,1598908,artois,46,2019-05-06,49
